age,attrition,businesstravel,dailyrate($),department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate($),jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome($),monthlyrate($),numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome($),datebirth,salary($),roledepartament,numberchildren,remotework,edad_temp
36,no,unknown,1208.484126984127, research & development ,8,3,unknown,1,347,1,female,151.06051587301587,4,3, research director ,1,married,9760.83,25378.17,9,True,unknown,14,3,1,full time,1,10.0,2,3,8,,0,5,9760.83,1970-01-01 00:00:00.000001987,117130.0, research director     research & development ,,False,55
30,no,unknown,547.2380952380953,unknown,27,5,marketing,1,348,3,male,68.40476190476191,3,2, sales executive ,4,divorced,4420.0,11492.0,7,True,no,23,3,4,unknown,1,10.0,2,2,8,,7,7,4420.0,1970-01-01 00:00:00.000001993,53040.0,unknown,,True,55
56,no,travel rarely,1145.547619047619,unknown,9,3,unknown,1,349,3,male,143.19345238095238,3,4, healthcare representative ,4,married,9252.5,24056.5,7,True,no,11,3,3,full time,0,30.0,1,2,10,,1,1,9252.5,1970-01-01 00:00:00.000001967,111030.0,unknown,,False,55
45,no,travel rarely,684.2539682539683,unknown,2,2,unknown,1,350,2,male,85.53174603174604,1,2, sales representative ,3,single,5526.67,14369.33,0,True,no,13,3,1,full time,0,9.0,3,3,8,,3,1,5526.67,1970-01-01 00:00:00.000001978,66320.0,unknown,,True,55
36,no,non travel,782.7857142857142,unknown,8,4,unknown,1,351,1,male,97.84821428571428,2,3, sales executive ,1,single,6322.5,16438.5,1,True,unknown,15,3,2,part time,0,10.0,1,3,10,,0,9,6322.5,1970-01-01 00:00:00.000001987,75870.0,unknown,,False,55
29,no,unknown,447.2619047619048,unknown,27,3,medical,1,352,2,female,55.9077380952381,3,2, healthcare representative ,3,married,3612.5,9392.5,4,True,no,12,3,1,part time,1,11.0,3,2,8,,1,1,3612.5,1970-01-01 00:00:00.000001994,43350.0,unknown,,True,55
38,no,unknown,616.984126984127,unknown,2,4,life sciences,1,353,1,female,77.12301587301587,4,2, manufacturing director ,1,single,4983.33,12956.67,6,True,unknown,12,3,4,full time,0,17.0,2,3,15,,4,12,4983.33,1970-01-01 00:00:00.000001985,59800.0,unknown,,True,55
40,no,unknown,437.8730158730159,unknown,13,2,medical,1,354,1,female,54.73412698412699,4,2, healthcare representative ,2,unknown,3536.67,9195.33,1,True,no,24,4,4,unknown,1,8.0,2,3,8,,3,7,3536.67,1970-01-01 00:00:00.000001983,42440.04,unknown,,True,55
42,no,travel frequently,1973.9841269841268,unknown,8,3,unknown,1,355,2,male,246.74801587301585,3,5, manager ,4,unknown,15943.72,41453.67,1,True,no,13,3,2,unknown,1,24.0,4,2,24,,14,9,15943.72,1970-01-01 00:00:00.000001981,191324.64,unknown,,True,55
36,no,travel rarely,539.3968253968254,unknown,1,3,other,1,356,3,female,67.42460317460318,3,2, manufacturing director ,2,unknown,4356.67,11327.33,0,True,unknown,15,3,1,part time,1,,2,3,9,,0,5,4356.67,1970-01-01 00:00:00.000001987,52280.0,unknown,,False,55
29,no,travel rarely,278.57142857142856,unknown,23,2,unknown,1,357,3,male,34.82142857142857,4,1, research scientist ,3,married,2250.0,5850.0,1,True,unknown,24,4,3,part time,1,10.0,3,3,10,,0,7,2250.0,1970-01-01 00:00:00.000001994,27000.0,unknown,,True,55
55,yes,unknown,556.2566609977324,unknown,2,1,medical,1,358,3,male,69.53208262471655,3,2, sales executive ,4,single,4492.8425,11681.39,4,True,unknown,16,3,3,part time,0,,3,2,9,,7,3,4492.8425,1970-01-01 00:00:00.000001968,53914.11,unknown,,False,55
28,no,unknown,556.2566609977324, sales ,2,4,unknown,1,359,2,female,69.53208262471655,3,2, sales executive ,2,unknown,4492.8425,11681.39,1,True,unknown,20,4,1,part time,0,8.0,2,3,8,,7,5,4492.8425,1970-01-01 00:00:00.000001995,53914.11, sales executive     sales ,,True,55
26,yes,unknown,244.11111111111111,unknown,5,2,medical,1,360,3,female,30.51388888888889,2,1, research scientist ,3,married,1971.67,5126.33,1,True,unknown,14,3,1,part time,1,8.0,2,3,8,,1,7,1971.67,1970-01-01 00:00:00.000001997,23660.0,unknown,,True,55
44,no,unknown,290.03550973654063,unknown,9,2,unknown,1,361,2,male,36.25443871706758,3,1, research scientist ,1,unknown,2342.59,6090.75,1,True,yes,13,3,4,unknown,0,8.0,0,3,8,,7,1,2342.59,1970-01-01 00:00:00.000001979,28111.08,unknown,,True,55
41,yes,unknown,290.03550973654063, research & development ,2,4,life sciences,1,362,2,female,36.25443871706758,1,1, laboratory technician ,4,divorced,2342.59,6090.75,4,True,yes,13,3,3,unknown,1,,1,2,7,,1,0,2342.59,1970-01-01 00:00:00.000001982,28111.08, laboratory technician     research & development ,,True,55
31,no,travel rarely,240.2936507936508,unknown,7,4,unknown,1,363,2,male,30.03670634920635,2,1, sales representative ,3,unknown,1940.83,5046.17,3,True,unknown,15,3,2,part time,0,,2,4,7,,5,2,1940.83,1970-01-01 00:00:00.000001992,23290.0,unknown,,False,55
26,no,travel frequently,443.031746031746, sales ,28,3,medical,1,364,2,male,55.37896825396825,2,2, sales executive ,1,unknown,3578.3333333333335,9303.67,1,True,unknown,12,3,2,part time,0,,2,3,7,,0,7,3578.3333333333335,1970-01-01 00:00:00.000001997,42940.0, sales executive     sales ,,True,55
31,no,unknown,556.2566609977324,unknown,12,3,medical,1,365,4,female,69.53208262471655,3,2, healthcare representative ,4,unknown,4492.8425,11681.39,0,True,unknown,11,3,3,part time,2,10.0,2,1,9,,8,5,4492.8425,1970-01-01 00:00:00.000001992,53914.11,unknown,,False,55
32,no,unknown,693.8492063492063,unknown,3,4,medical,1,366,3,female,86.73115079365078,3,2, manufacturing director ,1,married,5604.166666666667,14570.83,1,True,unknown,12,3,3,full time,1,8.0,2,4,8,,6,3,5604.166666666667,1970-01-01 00:00:00.000001991,67250.0,unknown,,False,55
36,yes,travel rarely,1065.2777777777778,unknown,3,1,life sciences,1,367,3,male,133.15972222222223,2,3, sales executive ,4,married,8604.17,22370.83,1,True,unknown,11,3,1,full time,1,,6,3,16,,3,7,8604.17,1970-01-01 00:00:00.000001987,103250.0,unknown,,False,55
45,no,non travel,458.8174603174604,unknown,47,2,unknown,1,368,4,male,57.35218253968255,3,2, laboratory technician ,2,unknown,3705.8333333333335,9635.17,1,True,unknown,12,3,2,part time,0,,5,2,9,,0,8,3705.8333333333335,1970-01-01 00:00:00.000001978,44470.0,unknown,,True,55
39,no,travel rarely,1032.4872861766066,unknown,2,5,unknown,1,369,1,male,129.06091077207583,4,3, sales executive ,3,single,8339.32,21682.23,0,True,no,18,3,4,part time,0,9.0,3,3,8,,0,7,8339.32,1970-01-01 00:00:00.000001984,100071.84,unknown,,False,55
36,no,non travel,556.2566609977324,unknown,8,4,technical degree,1,370,1,male,69.53208262471655,3,2, sales executive ,4,divorced,4492.84,11681.39,4,True,no,13,3,4,part time,2,12.0,3,3,7,,0,7,4492.84,1970-01-01 00:00:00.000001987,53914.11,unknown,,True,55
46,no,unknown,1118.928571428571,unknown,7,2,medical,1,371,4,male,139.86607142857142,3,3, manufacturing director ,3,unknown,9037.5,23497.5,6,True,unknown,13,3,2,full time,1,,3,3,8,,0,7,9037.5,1970-01-01 00:00:00.000001977,108450.0,unknown,,False,55
54,no,travel rarely,1032.4872861766066,unknown,17,3,technical degree,1,372,3,female,129.06091077207583,3,3, manufacturing director ,3,unknown,8339.32,21682.23,8,True,unknown,11,3,3,part time,1,22.0,2,3,10,,0,8,8339.32,1970-01-01 00:00:00.000001969,100071.84,unknown,,True,55
30,no,travel rarely,1032.4872861766066,unknown,8,2,unknown,1,373,2,female,129.06091077207583,4,3, research director ,1,unknown,8339.32,21682.23,0,True,yes,12,3,3,part time,3,,4,2,8,,1,7,8339.32,1970-01-01 00:00:00.000001993,100071.84,unknown,,True,55
26,no,unknown,564.5714285714286,unknown,2,2,medical,1,374,4,male,70.57142857142857,4,2, manufacturing director ,4,married,4560.0,11856.0,1,True,unknown,12,3,2,full time,0,,2,3,8,,1,3,4560.0,1970-01-01 00:00:00.000001997,54720.0,unknown,,False,55
55,no,travel frequently,658.7698412698413,unknown,18,4,medical,1,375,3,male,82.34623015873017,3,2, healthcare representative ,2,married,5320.83,13834.17,3,True,unknown,14,3,4,full time,2,,3,3,8,,6,7,5320.83,1970-01-01 00:00:00.000001968,63850.0,unknown,,True,55
50,no,non travel,654.8492063492064, sales ,1,3,life sciences,1,376,4,female,81.8561507936508,3,2, sales executive ,3,married,5289.166666666667,13751.83,0,True,unknown,12,3,1,full time,1,,3,3,18,,0,13,5289.166666666667,1970-01-01 00:00:00.000001973,63470.0, sales executive     sales ,,True,55
32,no,non travel,290.03550973654063,unknown,29,4,unknown,1,377,4,female,36.25443871706758,3,1, laboratory technician ,3,single,2342.5941666666668,6090.75,9,True,no,12,3,2,part time,0,10.0,2,3,8,,7,7,2342.5941666666668,1970-01-01 00:00:00.000001991,28111.13,unknown,,True,55
53,no,travel frequently,776.3888888888888,unknown,2,3,marketing,1,378,3,female,97.0486111111111,2,3, sales executive ,2,unknown,6270.833333333333,16304.17,2,True,unknown,12,3,1,part time,1,30.0,2,3,15,,6,12,6270.833333333333,1970-01-01 00:00:00.000001970,75250.0,unknown,,True,55
40,no,travel rarely,556.2566609977324,unknown,26,3,unknown,1,379,3,male,69.53208262471655,3,2, sales executive ,1,married,4492.84,11681.39,1,True,unknown,14,3,2,part time,1,8.0,3,2,7,,7,5,4492.84,1970-01-01 00:00:00.000001983,53914.11,unknown,,False,55
55,no,unknown,1582.7713464696226,unknown,2,1,unknown,1,380,3,male,197.84641830870282,2,4, manager ,1,single,12783.92,33238.2,7,True,no,15,3,2,unknown,0,,3,4,9,,6,2,12783.92,1970-01-01 00:00:00.000001968,153407.04,unknown,,True,55
28,yes,non travel,1032.4872861766066,unknown,24,2,unknown,1,381,2,male,129.06091077207583,2,3, healthcare representative ,1,single,8339.32,21682.23,1,True,no,12,3,1,part time,0,10.0,2,2,10,,1,9,8339.32,1970-01-01 00:00:00.000001995,100071.84,unknown,,False,55
28,no,travel rarely,377.6190476190477,unknown,10,3,other,1,382,3,female,47.20238095238096,3,2, research scientist ,3,single,3050.0,7930.0,3,True,no,13,3,4,unknown,0,,4,4,8,,1,7,3050.0,1970-01-01 00:00:00.000001995,36600.0,unknown,,True,55
35,yes,unknown,1032.4872861766066,unknown,4,3,technical degree,1,383,4,male,129.06091077207583,3,3, sales executive ,1,unknown,8339.32,21682.23,0,True,unknown,22,4,1,part time,0,9.0,2,3,8,,4,7,8339.32,1970-01-01 00:00:00.000001988,100071.84,unknown,,True,55
33,yes,travel frequently,556.2566609977324, research & development ,36,4,medical,1,384,3,female,69.53208262471655,2,2, research scientist ,3,single,4492.84,11681.39,1,True,no,22,4,2,part time,0,14.0,4,3,13,,3,8,4492.84,1970-01-01 00:00:00.000001990,53914.11, research scientist     research & development ,,True,55
25,yes,unknown,290.03550973654063, research & development ,4,1,technical degree,1,385,4,male,36.25443871706758,3,1, laboratory technician ,4,married,2342.5941666666668,6090.75,1,True,unknown,15,3,2,part time,1,7.0,3,4,7,,5,6,2342.5941666666668,1970-01-01 00:00:00.000001998,28111.13, laboratory technician     research & development ,,True,55
38,no,unknown,901.7460317460316, sales ,10,4,unknown,1,386,3,male,112.71825396825395,2,3, sales executive ,3,unknown,7283.33,18936.67,0,True,yes,14,3,2,part time,2,9.0,2,3,8,,2,7,7283.33,1970-01-01 00:00:00.000001985,87400.0, sales executive     sales ,,True,55
28,no,unknown,1032.4872861766066,unknown,12,3,unknown,1,387,1,female,129.06091077207583,3,3, manufacturing director ,2,unknown,8339.32,21682.23,0,True,unknown,17,3,2,part time,3,,3,2,9,,1,7,8339.32,1970-01-01 00:00:00.000001995,100071.84,unknown,,True,55
43,no,travel frequently,1032.4872861766066,unknown,27,3,life sciences,1,388,3,female,129.06091077207583,3,3, manufacturing director ,1,married,8339.32,21682.23,8,True,no,11,3,3,part time,1,18.0,1,3,8,,0,1,8339.32,1970-01-01 00:00:00.000001980,100071.84,unknown,,False,55
39,yes,travel frequently,1582.7713464696226, research & development ,2,3,life sciences,1,389,1,male,197.8464183087028,3,4, healthcare representative ,4,unknown,12783.92,33238.2,7,True,no,11,3,4,full time,3,21.0,4,3,18,,11,5,12783.92,1970-01-01 00:00:00.000001984,153407.07, healthcare representative     research & development ,,False,55
40,no,travel rarely,1973.9841269841268,unknown,14,3,unknown,1,390,3,male,246.74801587301585,2,5, research director ,3,unknown,15943.718333333332,41453.67,1,True,no,14,3,1,full time,0,,2,3,20,,4,9,15943.718333333332,1970-01-01 00:00:00.000001983,191324.62,unknown,,True,55
29,no,travel rarely,556.2566609977324,unknown,8,1,medical,1,391,2,male,69.53208262471655,2,2, manufacturing director ,4,married,4492.84,11681.39,1,True,unknown,15,3,3,unknown,1,10.0,2,2,10,,1,2,4492.84,1970-01-01 00:00:00.000001994,53914.08,unknown,,True,55
40,no,unknown,1392.7539682539682,unknown,32,4,unknown,1,392,2,female,174.09424603174602,3,3, research director ,3,unknown,11249.17,29247.83,9,True,no,17,3,3,full time,0,20.0,3,2,18,,2,13,11249.17,1970-01-01 00:00:00.000001983,134990.0,unknown,,False,55
26,no,travel rarely,290.03550973654063,unknown,3,4,unknown,1,393,1,male,36.25443871706758,4,1, laboratory technician ,4,unknown,2342.59,6090.75,1,True,unknown,22,4,2,part time,1,8.0,2,3,8,,0,7,2342.59,1970-01-01 00:00:00.000001997,28111.13,unknown,,True,55
35,no,travel rarely,1032.4872861766066,unknown,2,3,unknown,1,394,3,male,129.06091077207583,2,3, manufacturing director ,2,divorced,8339.32,21682.23,2,True,no,18,3,2,unknown,1,15.0,2,4,7,,6,4,8339.32,1970-01-01 00:00:00.000001988,100071.84,unknown,,True,55
53,no,unknown,1973.9841269841268, research & development ,7,2,medical,1,395,4,female,246.74801587301585,3,5, manager ,3,divorced,15943.72,41453.67,3,True,no,18,3,2,full time,1,26.0,6,3,7,,4,7,15943.72,1970-01-01 00:00:00.000001970,191324.62, manager     research & development ,,False,55
35,no,unknown,556.2566609977324,unknown,17,4,life sciences,1,396,3,male,69.53208262471655,3,2, sales executive ,1,unknown,4492.8425,11681.39,3,True,unknown,15,3,4,part time,3,15.0,2,3,7,,1,7,4492.8425,1970-01-01 00:00:00.000001988,53914.11,unknown,,True,55
33,no,unknown,556.2566609977324,unknown,25,3,medical,1,397,2,female,69.53208262471655,3,2, sales executive ,3,unknown,4492.84,11681.39,1,True,no,12,3,1,part time,1,,3,2,10,,0,1,4492.84,1970-01-01 00:00:00.000001990,53914.11,unknown,,True,55
36,no,unknown,290.03550973654063, research & development ,6,4,life sciences,1,398,3,male,36.25443871706758,1,1, laboratory technician ,3,divorced,2342.5941666666668,6090.75,1,True,no,14,3,3,part time,1,,4,3,7,,1,7,2342.5941666666668,1970-01-01 00:00:00.000001987,28111.13, laboratory technician     research & development ,,True,55
30,no,travel rarely,360.1825396825397,unknown,7,4,life sciences,1,399,3,male,45.02281746031746,3,2, laboratory technician ,3,divorced,2909.17,7563.83,1,True,unknown,13,3,1,part time,3,,4,2,10,,8,9,2909.17,1970-01-01 00:00:00.000001993,34910.0,unknown,,True,55
60,no,unknown,538.5714285714286,unknown,29,4,unknown,1,400,2,male,67.32142857142857,4,2, sales executive ,4,divorced,4350.0,11310.0,0,True,unknown,18,3,2,unknown,1,12.0,3,3,11,,1,9,4350.0,1970-01-01 00:00:00.000001963,52200.0,unknown,,True,55
32,no,unknown,556.2566609977324,unknown,2,2,life sciences,1,401,4,female,69.53208262471655,3,2, research scientist ,3,single,4492.8425,11681.39,4,True,yes,14,3,4,part time,0,10.0,2,3,8,,0,7,4492.8425,1970-01-01 00:00:00.000001991,53914.11,unknown,,False,55
36,no,unknown,1057.7460317460318,unknown,1,3,technical degree,1,402,3,female,132.21825396825398,1,3, manufacturing director ,1,divorced,8543.33,22212.67,2,True,yes,21,4,3,full time,1,17.0,2,3,7,,7,7,8543.33,1970-01-01 00:00:00.000001987,102520.0,unknown,,True,55
27,no,travel rarely,290.03550973654063,unknown,14,3,unknown,1,403,1,male,36.25443871706758,3,1, research scientist ,1,unknown,2342.59,6090.75,1,True,unknown,14,3,4,unknown,2,,3,2,9,,6,8,2342.59,1970-01-01 00:00:00.000001996,28111.08,unknown,,True,55
43,no,unknown,2036.6666666666667, research & development ,3,3,life sciences,1,404,3,male,254.58333333333334,1,5, research director ,4,unknown,16450.0,42770.0,3,True,no,14,3,2,full time,1,,2,3,8,,0,7,16450.0,1970-01-01 00:00:00.000001980,197400.0, research director     research & development ,,True,55
29,no,travel rarely,1582.7713464696226,unknown,1,3,unknown,1,405,4,female,197.84641830870282,2,4, research director ,4,divorced,12783.9225,33238.2,3,True,no,14,3,2,full time,2,9.0,2,2,7,,1,7,12783.9225,1970-01-01 00:00:00.000001994,153407.07,unknown,,True,55
59,no,unknown,1032.4872861766066,unknown,24,4,unknown,1,406,2,male,129.06091077207583,3,3, manufacturing director ,4,single,8339.32,21682.23,6,True,no,12,3,4,part time,0,,6,2,9,,5,4,8339.32,1970-01-01 00:00:00.000001964,100071.84,unknown,,False,55
43,no,travel rarely,1032.4872861766066,unknown,4,4,marketing,1,407,4,female,129.06091077207583,2,3, sales executive ,4,single,8339.32,21682.23,3,True,no,14,3,4,part time,0,23.0,3,4,21,,15,17,8339.32,1970-01-01 00:00:00.000001980,100071.84,unknown,,True,55
44,yes,travel rarely,1032.4872861766066,unknown,15,3,medical,1,408,1,female,129.06091077207583,3,3, healthcare representative ,4,married,8339.32,21682.23,1,True,unknown,11,3,4,part time,1,,2,3,10,,0,5,8339.32,1970-01-01 00:00:00.000001979,100071.84,unknown,,True,55
29,yes,unknown,290.03550973654063, research & development ,7,3,technical degree,1,409,2,female,36.25443871706758,3,1, laboratory technician ,3,divorced,2342.59,6090.75,3,True,yes,13,3,1,unknown,2,10.0,2,3,7,,7,7,2342.59,1970-01-01 00:00:00.000001994,28111.08, laboratory technician     research & development ,,True,55
32,no,travel rarely,640.6111111111111,unknown,8,3,unknown,1,410,3,male,80.07638888888889,4,2, sales executive ,4,married,5174.17,13452.83,1,True,unknown,15,3,3,full time,2,,4,4,10,,0,8,5174.17,1970-01-01 00:00:00.000001991,62090.0,unknown,,False,55
36,no,travel rarely,731.9206349206349,unknown,10,4,technical degree,1,411,4,female,91.49007936507937,3,3, healthcare representative ,3,married,5911.666666666667,15370.33,3,True,no,12,3,1,part time,0,,0,3,7,,1,7,5911.666666666667,1970-01-01 00:00:00.000001987,70940.0,unknown,,True,55
52,yes,unknown,1032.4872861766066, sales ,5,3,unknown,1,412,2,male,129.06091077207583,3,3, sales executive ,2,single,8339.32,21682.23,9,True,yes,19,3,3,part time,0,,2,2,8,,7,7,8339.32,1970-01-01 00:00:00.000001971,100071.84, sales executive     sales ,,True,55
39,no,travel rarely,467.7936507936508,unknown,33,2,unknown,1,413,1,male,58.47420634920635,3,2, manufacturing director ,3,single,3778.33,9823.67,0,True,unknown,11,3,1,unknown,0,,6,3,8,,1,7,3778.33,1970-01-01 00:00:00.000001984,45340.0,unknown,,True,55
34,no,unknown,876.984126984127,unknown,9,3,unknown,1,414,4,male,109.62301587301587,3,3, healthcare representative ,4,unknown,7083.33,18416.67,0,True,unknown,11,3,4,part time,1,10.0,0,2,9,,1,6,7083.33,1970-01-01 00:00:00.000001989,85000.0,unknown,,True,55
38,no,unknown,556.2566609977324,unknown,2,2,life sciences,1,415,2,female,69.53208262471655,3,2, sales executive ,1,unknown,4492.8425,11681.39,3,True,unknown,15,3,4,unknown,1,11.0,3,3,7,,1,7,4492.8425,1970-01-01 00:00:00.000001985,53914.11,unknown,,True,55
36,no,travel frequently,478.62698412698415, sales ,12,3,marketing,1,416,1,female,59.82837301587302,4,2, sales executive ,1,married,3865.83,10051.17,2,True,no,16,3,4,part time,1,,2,2,15,,6,13,3865.83,1970-01-01 00:00:00.000001987,46390.0, sales executive     sales ,,True,55
35,no,unknown,553.3253968253969,unknown,1,3,unknown,1,417,4,female,69.16567460317461,2,2, laboratory technician ,4,unknown,4469.17,11619.83,0,True,no,12,3,2,part time,1,10.0,0,3,9,,0,0,4469.17,1970-01-01 00:00:00.000001988,53630.0,unknown,,False,55
55,yes,unknown,1582.7713464696226,unknown,13,4,unknown,1,418,1,male,197.84641830870282,4,4, sales executive ,3,unknown,12783.92,33238.2,6,True,unknown,17,3,3,full time,0,,2,2,19,,3,8,12783.92,1970-01-01 00:00:00.000001968,153407.07,unknown,,True,55
34,no,unknown,556.2566609977324,unknown,29,3,unknown,1,419,2,male,69.53208262471655,3,2, laboratory technician ,3,unknown,4492.84,11681.39,4,True,unknown,13,3,1,part time,2,10.0,1,3,8,,7,7,4492.84,1970-01-01 00:00:00.000001989,53914.11,unknown,,False,55
43,no,unknown,421.0555555555556,unknown,6,3,medical,1,420,1,female,52.63194444444445,2,2, research scientist ,3,single,3400.83,8842.17,1,True,yes,14,3,1,part time,0,20.0,3,1,20,,1,8,3400.83,1970-01-01 00:00:00.000001980,40810.0,unknown,,False,55
